Text,depressive,sentiment,emo1,emo2,emo3
I can not laugh at cry.,0,1,12,,
"to asa family, sorry for disappointing all of you.",0,1,10,,
Stay strong keep your head up for carter because I have seen you @ your best and it is amazing.,0,2,14,,
"i did some figuring - the weekly rate there - the amount of streptomycin for shots and inhalations plus the doctor's weekly visits would total to over $200 a week - i cannot bleed my family for any such amount of money, and that means that as soon as the money i have in my checking account runs out i would have to return home - back to the same conditions which caused me to go downhill so steadily.",0,2,13,,
and then all it takes is a little courage.,0,0,2,,
I am an a@#hole.,0,1,6,,
i am writing this kind of letter for the first time.,0,2,13,,
You will be able to deposit my royalty checks.,0,2,13,,
god bless you my son and when your time comes to go to heaven you will find your ole pappy waiting for you.,0,0,2,,
"i want you all to know i am not afraid to die, only to quit living.",1,2,14,,
"it's nice having money? i wanted to make money.""",0,2,13,,
"sorry if that's not a good enough reason for you, it's good enough for me.",0,1,10,,
I did not want to name other conspirators behind blackmail & making the video viral concerning dad.,0,2,13,,
I have now nothing in my life to look forward to.,1,1,12,,
i have been so down so god dam down i cannot get up.,0,1,12,,
"Also, I've heard people take to alcohal in quiet.",0,2,13,,
"nobody seems to understand, they only see people on the outside.",1,1,12,,
I have many reasons for doing this which I'll also explain.,0,2,13,,
i am so fucking tired of the shit.,1,1,11,,
Chas Schwab has [?],0,2,13,,
am tired of people always telling me that they do not like me.,1,1,11,,
"When you were in depression I baked the noise out, listened to all the things you thought I wouldn't talk to you after listening and never mentioned them again.",0,1,11,12,
"remember me for the laughs and the good times, the thrills we all had together.",0,2,14,11,
"but to those of you with depth and concern the real story will be what i hope and pray results from this morning-in the coming months and years, the development of a true justice system here in the united states.",0,0,2,,
My death will come as a surprise to most.,0,2,13,2,
"stay strong' i think,",0,2,13,,
"And finally, NAME, darling I am sorry.",1,1,10,,
"I still love writing, english, history (India, world, art, science and maths history) and they are capable of exciting me In the darkest time And, I am the athiest.",0,0,3,2,
myspace was my favorite hobby.,0,2,13,,
i cannot forgive the president and the director.,0,1,7,,
"This question is primarily addressing a Christian audience, but the same issues face the Muslims and the Jews: God's message is tolerance and love, not self-righteousness and hatred.",0,2,13,7,
please see to it that my family is paid that.,0,0,2,,
hope you fall with the rest of us you yellow bastard.,0,1,7,,
"the only way i will rest in peace is if one day transgender people are not treated the way i was, they are treated like humans, with valid feelings and human rights.",1,0,2,12,
"you will perhaps be sad for a time, but over time you will forget and begin to carry on.",0,1,12,2,
i do not know why destiny brought us together.,0,2,13,12,
"dear world, i am leaving you because i am bored.",0,2,13,12,
the constitution will remain forever you are finished.,1,1,7,13,12
I pressed.,0,2,13,,
"so they took me out of public school, took away my laptop and phone, and forbid me of getting on any sort of social media, completely isolating me from my friends.",1,2,13,,
"dearest, i feel certain that i am going mad again.",1,0,3,,
"despite our love we were different, and that's why we mutually agreed to go our separate ways.",0,1,12,,
And every time I would crawl out of it.,1,1,10,12,
None of this is anyone's fault but my own so please don't blame yourself or anyone else.,0,2,14,2,
the snow will cover my footsteps a note left in the cold.,0,2,13,,
It was funny.,0,0,1,,
love - elizabeth,0,0,3,,
"i went online to look up information on suicide: statistics, methods and all that stuff.",1,2,13,,
Someone who showed me just how well two people could get along and how much I could care about another human being.,0,2,13,3,
i hate her.,0,1,7,,
I would get better.,0,0,2,,
not even pot helps.,1,1,12,,
The animals who were strays or were abused come to the Rainbow bridge too.,1,1,6,13,
"goodbye, my friend, goodbye",0,2,13,,
is it better that they kill me or i kill myself i do not fucking know.,1,1,11,,
"well, get at me, love ya brother!",0,0,3,,
lilia love me.,0,2,14,3,
i could hardly move i thought i was going to die any minute.,1,2,13,,
i am a future martyr.,0,2,13,,
mission statement,0,2,13,,
to get a supply i am passing city gas through concentrated sulphuric acid to delete the mercaptan odor.,1,2,13,,
i do not remember having my stomach pumped.,1,2,13,,
kurt cobainthis note should be pretty easy to understand.,0,2,14,,
i hope it is all that not here.,0,0,2,,
i am a profit at my death,1,2,13,,
"Not only this, Comstockism can be used, as was the medieval Inquisition at times, to gratify private malice, as the complainant does not need to appear in court.",0,2,13,,
suicides have already betrayed the body.,0,1,8,13,
"I wrote mom a lot these thoughts here a couple months ago, but it went nowhere.",1,1,8,12,
I love her more than,0,0,3,,
"There is only one lawful excuse for the community's interfering with any one's religion or publication in America; and that is, the invasion by means of that religion or those publications, of other people's rights to life, liberty, or their pursuit of happiness.",0,2,13,,
I was broken from the inside.,1,2,13,,
the thing most feared in secret always happens.,0,2,13,9,
"i know that i am spoiling your life, that without me you could work.",1,1,10,12,
He is a stranger to me but tell him I enjoyed his company and texts (phone lock code is XXXX).,0,0,1,,
Forgive me for judging him harshly for his weaknesses.,1,0,0,10,12
"things were looking up for me here, but is it worth it when you constantly feel the pain of heartbreak when the person you love wants to abuse you or threatens to hit you or cheats on you telling other girls they are beautiful or throws you out of their house when you have nowhere to go and you have come to them out of love or when they lie to your face or they make you chase after them in their car.",1,1,12,,
may 8 the cadence of suffering has begun.,1,2,13,,
you made me feel so amazing at times.,0,0,1,5,
"Sorry, I haven't managed to finish building the roof of the shade and do the garden.",0,1,12,,
my brain pressed down by anxiety and anxious looks of my dear mary and children whom i was compelled to inform.,1,2,13,12,
You need to be strong for Mom.,0,2,14,,
I refuse to spend even an hour more in jail for something I had NOTHING to do with.,0,1,7,,
the downward curve of the arc.,0,2,13,,
my will,0,2,13,,
"I know you wanted me to take science and that's why I took it, to make you happy.",0,1,8,,
i have lived many years.,1,2,13,,
My last mins will be spent in deep prayer.,0,0,2,,
"i stand still,",0,2,13,,
It's surprising just how many students at ( omitted ) have heard stories of me and weirdly enough still get told stories of me to this day.,1,1,12,,
The project is almost finished VASU & A56 can get it done.,1,1,12,,
First passwords and location of materials.,0,2,13,,
Stay bestfriends w your dad he needs you.,0,2,14,2,
"If you choose to follow a religion where, for example, devout Catholics who are trying to be good people are all going to Hell but child molesters go to Heaven (as long as they were """"saved"""" at some point), that's your choice, but it's fucked up.",0,1,7,,
for driving is to stiff.,0,2,13,,
There might be same progress by now if they had not spent nearly twenty years denying the illness that I and SO many others were exposed to.,0,0,2,13,
i do not know but i am not a faggot they are faggots and i am a person.,1,1,7,,
She stopped me that day but not today.,0,2,13,,
Maybe you are less happy (maybe not).,1,1,12,,
the difference between killing oneself and bringing ones life to a responsible good end is the very wal difference between pathological and rational suicide i urge each of you to begin as early as possible i hope you will work to shape your own life and to create good end to dignify it then let peace wash over you too,1,2,13,11,
Please forgive me,1,0,0,10,
just please get it.,0,2,14,,
"With Love,",0,0,3,,
i do not think i can pass.,1,1,11,12,
they spit on me.,0,2,13,6,
"Part of me knew that finding the right person wouldn't help, so I became interested in girls who obviously had no interest in me.",0,1,12,,
