,Text,depressive,sentiment,thai_text
2593,i hope that someone finds this post and i hope that my parents know that i fucked up not them.,0,0,ฉันหวังว่าจะมีคนเจอโพสต์นี้และฉันหวังว่าพ่อแม่ของฉันจะรู้ว่าฉันไม่ได้ทำเรื่องแย่ๆ
2594,"As for place, it had to be my own house, whatever inconvenience to my surviving family.",1,1,สำหรับสถานที่นั้น ต้องเป็นบ้านของฉันเอง ไม่ว่าครอบครัวของฉันจะลำบากแค่ไหนก็ตาม
2595,you have truly done something special at cdm.,1,0,คุณได้ทำบางสิ่งที่พิเศษจริงๆ ที่ cdm
2596,A random example:,0,2,ตัวอย่างแบบสุ่ม:
2597,this is what i am talking about now is the dispensation of judgment.,0,2,นี่คือสิ่งที่ฉันกำลังพูดถึงในตอนนี้คือการประทานการพิพากษา
2598,I feel I have tried everything and just can't see anything but a depressed future.,1,1,ฉันรู้สึกว่าฉันได้พยายามทุกอย่างและมองไม่เห็นอะไรเลยนอกจากอนาคตที่หดหู่
2599,The tooter that you put on the ignition switch.,0,2,เต้าเสียบที่คุณใส่สวิตช์จุดระเบิด
2600,"be nice to everyone, and most importantly be inclusive.",0,2,เป็นมิตรกับทุกคนและที่สำคัญที่สุดคือต้องมีส่วนร่วม
2601,he is given full legal authority to make all decisions.,0,2,เขาได้รับอำนาจตามกฎหมายอย่างเต็มที่ในการตัดสินใจทั้งหมด
2602,"One day at a time, I was pushing through.",0,2,สักวันหนึ่งฉันก็ผ่านมันไปได้
2603,Maybe some will be scared enough to wake from their walking dream state - am I therefore a martyr or terrorist?,1,1,บางทีบางคนอาจจะกลัวมากพอที่จะตื่นจากความฝันที่เดินได้ - ฉันเป็นผู้พลีชีพหรือผู้ก่อการร้ายหรือไม่?
2604,you will come to see that it iS a far better thing as one day after another passes during which yau do not have to about me or even give me a second thought.,0,2,คุณจะพบว่ามันเป็นสิ่งที่ดีกว่ามากเมื่อวันแล้ววันเล่าผ่านไปโดยที่เหยาไม่ต้องพูดถึงฉันหรือแม้แต่คิดทบทวน
2605,This despite any/all every foolish & immature utterance I have demonstrated over the years.,0,2,สิ่งนี้แม้จะมีคำพูดที่โง่เขลาและยังไม่บรรลุนิติภาวะที่ฉันได้แสดงให้เห็นตลอดหลายปีที่ผ่านมา
2606,If tomorrow history is written then it would also be said that if NAME had a son like NAME who stabbed him in the leach them.,0,0,หากประวัติศาสตร์ในวันพรุ่งนี้ถูกเขียนขึ้น ก็จะกล่าวได้ว่าหาก NAME มีลูกชายอย่าง NAME ที่แทงเขาในที่กำบัง
